drug_name,Name,receptor,Actions,Gene Name,Pharmacological action,potency,family,symbol,show_text,Ki,Ki_min,Ki_max,Kind,weight,comment
Ethanol,Neuronal acetylcholine receptor subunit alpha-6,Neuronal acetylcholine  subunit alpha-6,NA,CHRNA6,Unknown,NA,CHRNA,ˌ,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across the
plasma membrane.",NA,NA,NA,Protein,56897.745 Da,NA
Ethanol,Neuronal acetylcholine receptor subunit beta-3,Neuronal acetylcholine  subunit beta-3,NA,CHRNB3,Unknown,NA,CHRNB,ˌ,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across the
plasma membrane.",NA,NA,NA,Protein,52728.215 Da,NA
Ethanol,Gamma-aminobutyric acid receptor subunit gamma-1,Gamma-aminobutyric acid  subunit gamma-1,NA,GABRG1,Unknown,NA,GABRG,ˌ,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,53594.49 Da,NA
Ethanol,Gamma-aminobutyric acid receptor subunit gamma-3,Gamma-aminobutyric acid  subunit gamma-3,NA,GABRG3,Unknown,NA,GABRG,ˌ,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,54288.16 Da,NA
Ethanol,Gamma-aminobutyric acid receptor subunit epsilon,Gamma-aminobutyric acid  subunit epsilon,NA,GABRE,Unknown,NA,GABRE,ˌ,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,57971.175 Da,NA
Ethanol,Gamma-aminobutyric acid receptor subunit pi,Gamma-aminobutyric acid  subunit pi,NA,GABRP,Unknown,NA,GABRP,ˌ,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel. In the uterus, the function of the
receptor appears to be related to tissue contractility.
The binding of this pI subunit with other GABA(A) receptor
subunits alters the sensitivity of recombinant receptors to
modulatory agents such as pregnanolone.",NA,NA,NA,Protein,50639.735 Da,NA
Ethanol,Gamma-aminobutyric acid receptor subunit theta,Gamma-aminobutyric acid  subunit theta,NA,GABRQ,Unknown,NA,GABRQ,ˌ,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,72020.875 Da,NA
Ethanol,Gamma-aminobutyric acid receptor subunit delta,Gamma-aminobutyric acid  subunit delta,NA,GABRD,Unknown,NA,GABRD,ˌ,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,50707.835 Da,NA
Ethanol,Equilibrative nucleoside transporter 2,Equilibrative nucleoside transporter 2,NA,SLC29A2,Unknown,NA,SLC,ˌ,"Mediates equilibrative transport of purine, pyrimidine
nucleosides and the purine base hypoxanthine.
Very less sensitive than SLC29A1 to inhibition by
nitrobenzylthioinosine (NBMPR), dipyridamole, dilazep and
draflazine.",NA,NA,NA,Protein,50112.335 Da,NA
Ethanol,5-hydroxytryptamine receptor 3E,5-hydroxytryptamine  3E,NA,HTR3E,Unknown,NA,HTR,ˌ,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
This receptor is a ligand-gated ion channel, which when
activated causes fast, depolarizing responses. It is a
cation-specific, but otherwise relatively nonselective, ion
channel.",NA,NA,NA,Protein,51437.415 Da,NA
Ethanol,5-hydroxytryptamine receptor 3B,5-hydroxytryptamine  3B,NA,HTR3B,Unknown,NA,HTR,ˌ,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
This receptor is a ligand-gated ion channel, which when
activated causes fast, depolarizing responses. It is a
cation-specific, but otherwise relatively nonselective, ion
channel.",NA,NA,NA,Protein,50291.3 Da,NA
Ethanol,5-hydroxytryptamine receptor 3D,5-hydroxytryptamine  3D,NA,HTR3D,Unknown,NA,HTR,ˌ,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
This receptor is a ligand-gated ion channel, which when
activated causes fast, depolarizing responses. It is a
cation-specific, but otherwise relatively nonselective, ion
channel.",NA,NA,NA,Protein,50190.625 Da,NA
Ethanol,5-hydroxytryptamine receptor 3C,5-hydroxytryptamine  3C,NA,HTR3C,Unknown,NA,HTR,ˌ,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
This receptor is a ligand-gated ion channel, which when
activated causes fast, depolarizing responses. It is a
cation-specific, but otherwise relatively nonselective, ion
channel.",NA,NA,NA,Protein,50219.07 Da,NA
Ethanol,Voltage-dependent calcium channel gamma-2 subunit,Voltage-dependent calcium channel gamma-2 subunit,NA,CACNG2,Unknown,NA,CACNG,ˌ,"Regulates the trafficking and gating properties of AMPA-
selective glutamate receptors (AMPARs). Promotes their
targeting to the cell membrane and synapses and modulates
their gating properties by slowing their rates of
activation, deactivation and desensitization. Does not show
subunit-specific AMPA receptor regulation and regulates all
AMPAR subunits. Thought to stabilize the calcium channel in
an inactivated (closed) state.",NA,NA,NA,Protein,35965.44 Da,NA
Ethanol,G protein-activated inward rectifier potassium channel 3,G protein-activated inward rectifier potassium channel 3,NA,KCNJ9,Unknown,NA,KCNJ,ˌ,"This receptor is controlled by G proteins. Inward rectifier
potassium channels are characterized by a greater tendency
to allow potassium to flow into the cell rather than
out of it. Their voltage dependence is regulated by the
concentration of extracellular potassium; as external
potassium is raised, the voltage range of the channel
opening shifts to more positive voltages. The inward
rectification is mainly due to the blockage of outward
current by internal magnesium (By similarity).",NA,NA,NA,Protein,44019.45 Da,NA
Ethanol,Neural cell adhesion molecule L1,Neural cell adhesion molecule L1,NA,L1CAM,Unknown,NA,L,ˌ,Protein domain specific binding,NA,NA,NA,Protein,140001.87 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit alpha-1,Gamma-aminobutyric acid  subunit alpha-1,Potentiator,GABRA1,Yes,NA,GABRA,⯭,"Component of the heteropentameric receptor for GABA, the
major inhibitory neurotransmitter in the vertebrate brain.
Functions also as histamine receptor and mediates cellular
responses to histamine. Functions as receptor for diazepines
and various anesthetics, such as pentobarbital; these
are bound at a separate allosteric effector binding site.
Functions as ligand-gated chloride channel (By similarity).",NA,NA,NA,Protein,51801.395 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit alpha-2,Gamma-aminobutyric acid  subunit alpha-2,Potentiator,GABRA2,Yes,NA,GABRA,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,51325.85 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit alpha-3,Gamma-aminobutyric acid  subunit alpha-3,Potentiator,GABRA3,Yes,NA,GABRA,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,55164.055 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit alpha-5,Gamma-aminobutyric acid  subunit alpha-5,Potentiator,GABRA5,Yes,NA,GABRA,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,52145.645 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit gamma-1,Gamma-aminobutyric acid  subunit gamma-1,Potentiator,GABRG1,Yes,NA,GABRG,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,53594.49 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit gamma-2,Gamma-aminobutyric acid  subunit gamma-2,Potentiator,GABRG2,Yes,NA,GABRG,⯭,"Component of the heteropentameric receptor for GABA, the
major inhibitory neurotransmitter in the vertebrate brain.
Functions also as histamine receptor and mediates cellular
responses to histamine. Functions as receptor for diazepines
and various anesthetics, such as pentobarbital; these
are bound at a separate allosteric effector binding site.
Functions as ligand-gated chloride channel.",NA,NA,NA,Protein,54161.78 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit gamma-3,Gamma-aminobutyric acid  subunit gamma-3,Potentiator,GABRG3,Yes,NA,GABRG,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,54288.16 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit beta-1,Gamma-aminobutyric acid  subunit beta-1,Potentiator,GABRB1,Yes,NA,GABRB,⯭,"Component of the heteropentameric receptor for GABA, the
major inhibitory neurotransmitter in the vertebrate brain.
Functions also as histamine receptor and mediates cellular
responses to histamine. Functions as receptor for diazepines
and various anesthetics, such as pentobarbital; these
are bound at a separate allosteric effector binding site.
Functions as ligand-gated chloride channel (By similarity).",NA,NA,NA,Protein,54234.085 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit beta-2,Gamma-aminobutyric acid  subunit beta-2,Potentiator,GABRB2,Yes,NA,GABRB,⯭,"Component of the heteropentameric receptor for GABA, the
major inhibitory neurotransmitter in the vertebrate brain.
Functions also as histamine receptor and mediates cellular
responses to histamine. Functions as receptor for diazepines
and various anesthetics, such as pentobarbital; these
are bound at a separate allosteric effector binding site.
Functions as ligand-gated chloride channel.",NA,NA,NA,Protein,59149.895 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit beta-3,Gamma-aminobutyric acid  subunit beta-3,Potentiator,GABRB3,Yes,NA,GABRB,⯭,"Component of the heteropentameric receptor for GABA, the
major inhibitory neurotransmitter in the vertebrate brain.
Functions also as histamine receptor and mediates cellular
responses to histamine. Functions as receptor for diazepines
and various anesthetics, such as pentobarbital; these
are bound at a separate allosteric effector binding site.
Functions as ligand-gated chloride channel.",NA,NA,NA,Protein,54115.04 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit delta,Gamma-aminobutyric acid  subunit delta,Potentiator,GABRD,Yes,NA,GABRD,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,50707.835 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit epsilon,Gamma-aminobutyric acid  subunit epsilon,Potentiator,GABRE,Yes,NA,GABRE,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,57971.175 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit pi,Gamma-aminobutyric acid  subunit pi,Potentiator,GABRP,Yes,NA,GABRP,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel. In the uterus, the function of the
receptor appears to be related to tissue contractility.
The binding of this pI subunit with other GABA(A) receptor
subunits alters the sensitivity of recombinant receptors to
modulatory agents such as pregnanolone.",NA,NA,NA,Protein,50639.735 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit rho-1,Gamma-aminobutyric acid  subunit rho-1,Potentiator,GABRR1,Yes,NA,GABRR,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel. Rho-1 GABA receptor could play a role in
retinal neurotransmission.",NA,NA,NA,Protein,55882.91 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit rho-2,Gamma-aminobutyric acid  subunit rho-2,Potentiator,GABRR2,Yes,NA,GABRR,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel. Rho-2 GABA receptor could play a role in
retinal neurotransmission.",NA,NA,NA,Protein,54150.41 Da,NA
Fludiazepam,Gamma-aminobutyric acid receptor subunit rho-3,Gamma-aminobutyric acid  subunit rho-3,Potentiator,GABRR3,Yes,NA,GABRR,⯭,"GABA, the major inhibitory neurotransmitter in the
vertebrate brain, mediates neuronal inhibition by binding
to the GABA/benzodiazepine receptor and opening an integral
chloride channel.",NA,NA,NA,Protein,54271.1 Da,NA
